-8.764575,-0.589481
-8.821937,-0.612359
-8.897976,-0.621775
-8.962065,-0.631282
-9.038096,-0.639589
-9.122670,-0.648941
-9.208131,-0.662727
-9.305457,-0.665323
-9.396015,-0.675740
-9.484848,-0.683951
-9.575455,-0.701027
-9.659159,-0.708166
-9.736018,-0.713137
-9.828274,-0.722431
-9.878682,-0.728711
-9.930813,-0.737198
-10.019655,-0.746518
-10.107660,-0.758065
-10.198250,-0.772922
-10.285393,-0.783365
-10.381055,-0.791524
-10.472482,-0.804154
-10.564805,-0.822328
-10.664751,-0.832674
-10.762119,-0.840820
-10.853530,-0.851231
-10.948321,-0.857177
-11.040610,-0.870911
-11.130314,-0.881334
-11.220879,-0.892861
-11.303763,-0.904446
-11.402052,-0.921465
-11.454150,-0.925513
-11.504575,-0.934012
-11.605408,-0.948792
-11.695998,-0.963649
-11.786530,-0.970736
-11.843750,-0.974745
-11.896718,-0.981006
-11.951402,-0.988363
-12.008639,-0.994592
-12.065030,-1.001937
-12.118802,-1.001531
-12.169235,-1.011141
-12.261499,-1.021545
-12.354608,-1.030833
-12.447776,-1.047891
-12.547697,-1.054907
-12.644245,-1.067499
-12.696352,-1.072656
-12.792030,-1.083035
-12.843317,-1.092638
-12.935581,-1.103043
-12.988550,-1.109303
-13.041485,-1.111124
-13.092755,-1.118508
-13.144878,-1.125885
-13.197872,-1.135475
-13.249987,-1.141742
-13.308938,-1.149067
-13.416574,-1.160466
-13.516554,-1.175252
-13.609646,-1.182320
-13.698521,-1.196080
-13.785606,-1.198753
-13.874447,-1.208074
-13.971875,-1.223989
-14.023111,-1.226933
-14.079485,-1.232058
-14.134144,-1.236085
-14.186259,-1.242353
-14.242625,-1.246368
-14.302397,-1.249247
-14.351140,-1.261089
-14.410953,-1.269518
-14.461361,-1.275798
-14.513468,-1.280955
-14.616033,-1.299052
-14.668968,-1.300873
-14.721083,-1.307140
-14.774027,-1.310071
-14.824435,-1.316351
-14.922682,-1.327820
