14.509089,9.452164,0.000000
14.506085,9.506576,1.289062
14.505633,9.559858,1.828125
14.502662,9.618710,2.207031
14.500503,9.672005,2.449219
14.499332,9.743053,2.687500
14.497449,9.832975,2.917969
14.495307,9.888490,3.058594
14.493173,9.945115,3.156250
14.492763,10.003947,3.246094
14.490771,10.079441,3.328125
14.487809,10.139402,3.367188
14.486579,10.202680,3.457031
14.485466,10.281497,3.527344
14.483399,10.347002,3.539062
14.481332,10.412506,3.558594
14.480119,10.478004,3.656250
14.479040,10.561261,3.707031
14.477851,10.630089,3.769531
14.476671,10.700026,3.867188
14.475650,10.791052,3.988281
14.474362,10.846561,4.089844
14.471374,10.903192,4.148438
14.469391,10.979796,4.179688
14.467257,11.036421,4.207031
14.465140,11.095266,4.218750
14.462161,11.153007,4.238281
14.457618,11.229630,4.246094
14.454940,11.327329,4.207031
14.452814,11.385064,4.226562
14.448982,11.442812,4.269531
14.446154,11.520531,4.257812
14.444890,11.579370,4.289062
14.442773,11.638215,4.347656
14.443225,11.698150,4.367188
14.441283,11.780303,4.437500
14.436941,11.883564,4.546875
14.433995,11.945745,4.636719
14.432765,12.009024,4.687500
14.432556,12.094494,4.769531
14.430489,12.159998,4.816406
14.424154,12.225535,4.886719
14.419544,12.293278,5.046875
14.417678,12.385421,5.187500
14.416673,12.478666,5.308594
14.414648,12.549720,5.347656
14.409226,12.623020,5.406250
14.404649,12.695203,5.437500
14.400264,12.792914,5.488281
14.399118,12.867292,5.566406
14.397118,12.941675,5.617188
14.395126,13.017169,5.648438
14.395511,13.068225,5.656250
14.395243,13.145926,5.699219
14.393929,13.198105,5.726562
14.391745,13.248070,5.726562
14.390432,13.300249,5.726562
14.388264,13.352435,5.726562
14.386097,13.404620,5.757812
14.384783,13.456799,5.808594
14.382800,13.533403,5.746094
14.382340,13.585575,5.707031
14.381026,13.637754,5.718750
14.378005,13.689946,5.726562
14.374123,13.741034,5.796875
14.373671,13.794317,5.796875
14.373211,13.846489,5.828125
14.373821,13.927513,5.847656
14.371671,13.981919,5.898438
14.366951,14.035233,5.976562
14.363939,14.088535,6.046875
14.362634,14.141824,6.066406
14.363044,14.196210,5.976562
14.366014,14.250576,5.957031
14.365562,14.303859,5.976562
14.363604,14.383792,6.046875
14.360600,14.438204,6.058594
14.356734,14.491512,6.046875
14.353722,14.544814,6.027344
14.354132,14.599200,6.117188
14.354542,14.653586,6.117188
14.354107,14.709088,6.066406
14.350475,14.793474,6.187500
14.347471,14.847885,6.238281
14.344475,14.903407,6.226562
14.343195,14.960026,6.218750
14.343630,15.017741,6.226562
14.345755,15.073224,6.339844
14.345529,15.156474,6.437500
14.343396,15.213100,6.359375
14.340425,15.271951,6.238281
14.336593,15.329699,6.277344
14.332760,15.387447,6.386719
14.332325,15.442949,6.488281
14.332752,15.499555,6.496094
14.332559,15.587244,6.308594
14.332149,15.646076,6.277344
14.330015,15.702702,6.367188
14.327890,15.760437,6.488281
14.325756,15.817062,6.476562
14.325346,15.875894,6.398438
14.324936,15.934726,6.328125
14.324735,16.021306,6.417969
14.323463,16.079034,6.496094
14.320484,16.136776,6.527344
14.317505,16.194517,6.488281
14.316233,16.252246,6.457031
14.315823,16.311078,6.457031
14.316484,16.398761,6.519531
14.315213,16.456490,6.566406
14.313079,16.513115,6.558594
14.310962,16.571960,6.488281
14.309698,16.630798,6.386719
14.309280,16.688520,6.406250
14.310794,16.776197,6.488281
14.311229,16.833913,6.539062
14.309958,16.891641,6.546875
14.308694,16.950480,6.476562
14.307430,17.009318,6.406250
14.307029,17.069260,6.378906
