14.306619,17.128092,6.449219
14.308150,17.217989,6.496094
14.306903,17.279047,6.476562
14.304794,17.339002,6.488281
14.300987,17.400080,6.527344
14.298025,17.460041,6.546875
14.295054,17.518892,6.558594
14.294870,17.607692,6.468750
14.295314,17.666518,6.386719
14.296619,17.726447,6.296875
14.297916,17.785266,6.269531
14.298351,17.842982,6.316406
14.297924,17.899594,6.339844
14.297489,17.955096,6.347656
14.297280,18.040566,6.277344
14.296008,18.098295,6.148438
14.295590,18.156017,6.136719
14.296017,18.212623,6.257812
14.296443,18.269228,6.386719
14.296025,18.326950,6.488281
14.294753,18.384679,6.429688
14.293481,18.442408,6.386719
14.289013,18.529020,6.406250
14.286042,18.587871,6.386719
14.284770,18.645600,6.316406
14.284343,18.702212,6.277344
14.284770,18.758818,6.226562
14.285205,18.816533,6.226562
14.282427,18.900913,6.207031
14.282000,18.957525,6.199219
14.281574,19.014137,6.238281
14.281138,19.069639,6.136719
14.281565,19.126245,6.117188
14.281984,19.181741,6.078125
14.283247,19.236120,6.136719
14.281306,19.318274,6.066406
14.280009,19.372672,6.089844
14.276996,19.425974,6.078125
14.277415,19.481470,6.027344
14.277825,19.535856,5.976562
14.278235,19.590242,5.968750
14.277783,19.643524,5.988281
14.274971,19.723464,6.066406
14.271950,19.775656,6.027344
14.270645,19.828945,5.957031
14.271047,19.882221,5.929688
14.272302,19.935490,5.906250
14.272704,19.988766,5.906250
14.273959,20.042036,5.957031
14.271147,20.121976,5.906250
14.268988,20.175271,5.886719
14.265114,20.227469,5.867188
14.264662,20.280752,5.906250
14.264210,20.334034,5.957031
14.264620,20.388420,5.996094
14.264177,20.442812,6.058594
14.260537,20.526088,6.089844
14.260110,20.582701,6.156250
14.260528,20.638196,6.238281
14.262654,20.693679,6.269531
14.263926,20.749169,6.296875
14.265206,20.805768,6.308594
14.264779,20.862380,6.289062
14.262863,20.947863,6.257812
14.261591,21.005592,6.277344
14.259466,21.063327,6.339844
14.259892,21.119932,6.347656
14.260327,21.177648,6.367188
14.261616,21.235357,6.359375
14.261198,21.293080,6.386719
14.259290,21.379672,6.406250
14.258009,21.436291,6.406250
14.255884,21.494026,6.339844
14.254620,21.552864,6.308594
14.250780,21.609502,6.339844
14.249508,21.667231,6.378906
14.249089,21.724953,6.367188
14.248888,21.811533,6.328125
14.249324,21.869249,6.289062
14.248052,21.926977,6.238281
14.249340,21.984686,6.226562
14.251474,22.041279,6.226562
14.252746,22.096769,6.226562
14.253173,22.153375,6.218750
14.252947,22.236625,6.117188
14.253365,22.292121,6.089844
14.252077,22.347629,6.046875
14.251642,22.403132,6.058594
14.252052,22.457517,5.996094
14.250755,22.511916,5.976562
14.250311,22.566309,5.996094
14.250913,22.646223,5.957031
14.249608,22.699512,5.886719
14.247458,22.753917,5.867188
14.247006,22.807199,5.906250
14.246545,22.859372,5.867188
14.246947,22.912648,5.839844
14.248395,22.991445,5.816406
14.247081,23.043624,5.796875
14.246621,23.095797,5.828125
14.245307,23.147976,5.878906
14.244002,23.201265,5.867188
14.243541,23.253437,5.886719
14.242437,23.333364,5.886719
14.244546,23.386627,5.867188
14.246654,23.439890,5.906250
14.247048,23.492057,5.917969
14.244889,23.545352,5.976562
14.242730,23.598647,5.937500
14.239918,23.678587,5.867188
14.239475,23.732979,5.886719
14.241583,23.786242,5.929688
14.240278,23.839531,5.929688
14.241541,23.893911,5.949219
14.240429,23.972728,5.968750
14.239123,24.026017,5.929688
14.235257,24.079325,5.906250
14.234805,24.132607,5.929688
14.235207,24.185883,5.929688
14.236462,24.239153,5.906250
14.236864,24.292429,5.886719
14.233207,24.373485,5.867188
14.232764,24.427877,5.867188
14.233174,24.482263,5.886719
14.232722,24.535546,5.878906
14.230571,24.589951,5.886719
14.230128,24.644343,5.886719
14.229868,24.723154,5.886719
14.229416,24.776436,5.886719
14.228956,24.828609,5.867188
14.226797,24.881904,5.867188
14.228052,24.935174,5.878906
14.229299,24.987333,5.867188
14.230554,25.040603,5.816406
14.229441,25.119420,5.789062
14.225567,25.171618,5.777344
14.223400,25.223804,5.769531
14.222086,25.275983,5.746094
14.221617,25.327045,5.746094
14.216890,25.379250,5.769531
14.218136,25.431410,5.746094
14.219383,25.483569,5.726562
14.220823,25.561257,5.777344
14.221207,25.612313,5.816406
14.219894,25.664492,5.777344
14.220279,25.715548,5.738281
14.220672,25.767714,5.738281
14.220212,25.819887,5.726562
14.219751,25.872059,5.707031
14.216070,25.949786,5.699219
14.215609,26.001958,5.656250
14.216003,26.054124,5.656250
14.217249,26.106284,5.628906
14.218496,26.158444,5.628906
14.218890,26.210610,5.597656
14.220128,26.261660,5.609375
14.219852,26.338250,5.609375
14.216998,26.412640,5.566406
14.213300,26.488147,5.519531
14.216613,26.588020,5.539062
14.218890,26.663482,5.527344
14.216714,26.714557,5.507812
14.208915,26.812294,5.406250
14.197694,26.908947,5.328125
14.183912,27.005619,5.328125
14.173352,27.076738,5.218750
14.159352,27.144552,5.117188
14.140232,27.212405,5.156250
14.112726,27.300301,5.136719
14.089338,27.368186,5.136719
14.061682,27.436103,5.187500
14.033148,27.500697,5.257812
13.989409,27.586495,5.378906
13.954063,27.653360,5.398438
13.922977,27.719084,5.347656
13.891036,27.784813,5.406250
13.840453,27.868443,5.339844
13.770330,27.964430,5.296875
13.725528,28.022487,5.308594
13.680727,28.080543,5.296875
13.601182,28.172162,5.296875
13.552079,28.225811,5.246094
13.498642,28.270613,5.199219
13.423105,28.327791,5.187500
13.331485,28.402851,5.246094
13.275471,28.445452,5.277344
13.216000,28.482530,5.277344
13.133552,28.528661,5.246094
13.029857,28.587162,5.289062
12.966094,28.620942,5.269531
12.899720,28.648082,5.289062
12.811205,28.682048,5.316406
12.745676,28.708072,5.316406
12.677545,28.728565,5.257812
12.608535,28.745735,5.246094
12.513961,28.768648,5.289062
12.398092,28.797271,5.347656
12.327366,28.813344,5.316406
12.255788,28.829423,5.316406
12.162017,28.845670,5.316406
12.091284,28.860633,5.257812
12.020550,28.875596,5.238281
11.951540,28.892766,5.246094
11.858649,28.912336,5.257812
11.788760,28.926183,5.289062
11.719742,28.942243,5.296875
11.650716,28.957193,5.207031
11.557832,28.977873,5.167969
11.465777,28.995217,5.246094
11.396751,29.010167,5.218750
11.325164,29.025136,5.187500
11.256999,29.041190,5.218750
11.164952,29.059644,5.167969
11.049049,29.083827,5.128906
10.981721,29.097654,5.136719
10.912695,29.112605,5.136719
10.821510,29.132162,5.136719
10.706452,29.155229,5.238281
10.635710,29.169082,5.269531
10.565822,29.182929,5.226562
10.471214,29.201402,5.207031
10.398765,29.215268,5.269531
10.329739,29.230218,5.308594
10.235132,29.248691,5.308594
10.139663,29.266060,5.328125
10.022914,29.291360,5.347656
9.950474,29.306336,5.308594
9.879740,29.321299,5.296875
9.809852,29.335146,5.347656
9.714408,29.355845,5.296875
9.643674,29.370808,5.316406
9.573794,29.385765,5.386719
9.501345,29.399631,5.386719
9.379442,29.420530,5.367188
9.308700,29.434383,5.417969
9.210687,29.453991,5.406250
9.161258,29.464354,5.386719
9.040234,29.488576,5.468750
8.968638,29.502436,5.519531
8.895336,29.516308,5.429688
8.799892,29.537007,5.386719
8.727451,29.551983,5.386719
8.655864,29.566953,5.238281
8.562964,29.585413,5.187500
8.471771,29.603860,5.179688
8.360127,29.626902,5.117188
8.293653,29.640723,4.968750
8.227170,29.653434,4.906250
8.139375,29.669635,4.789062
8.054139,29.685818,4.847656
7.991949,29.701826,4.906250
7.888891,29.731463,4.679688
7.785824,29.759989,4.757812
7.722805,29.779334,4.746094
7.661502,29.799776,4.789062
7.580669,29.833685,4.867188
7.499877,29.873144,4.777344
7.440331,29.900232,4.816406
7.380777,29.926211,4.867188
7.302546,29.965650,4.796875
7.210768,30.019621,4.769531
7.156402,30.054440,4.789062
7.083358,30.102720,4.816406
7.007755,30.151019,4.808594
6.953422,30.190278,4.796875
6.903383,30.232835,4.777344
6.855903,30.275372,4.746094
6.791462,30.332467,4.726562
6.727022,30.389562,4.718750
6.680404,30.433202,4.757812
6.637226,30.480147,4.738281
6.583086,30.544934,4.777344
6.540770,30.592982,4.769531
6.495893,30.641050,4.816406
6.453593,30.691318,4.796875
6.404641,30.764946,4.789062
6.344736,30.857526,4.968750
6.305892,30.913318,4.988281
6.269635,30.972420,4.937500
6.227578,31.054876,5.007812
6.175429,31.157387,5.039062
6.146025,31.219768,5.058594
6.118352,31.285465,5.097656
6.084864,31.372296,5.156250
6.053953,31.461328,5.187500
6.033143,31.531413,5.199219
6.011461,31.599286,5.316406
5.990642,31.668261,5.269531
5.966601,31.762791,5.226562
5.939314,31.879544,5.296875
5.923633,31.950701,5.339844
5.909658,32.021846,5.347656
5.897575,32.117395,5.308594
5.885701,32.240692,5.429688
5.876012,32.314024,5.417969
5.864623,32.388479,5.406250
5.855962,32.485112,5.406250
5.856883,32.607203,5.386719
5.853168,32.680490,5.437500
5.846892,32.753796,5.406250
5.846775,32.851475,5.406250
5.851110,32.973540,5.289062
5.849955,33.046807,5.207031
5.847085,33.118978,5.277344
5.844382,33.213346,5.308594
5.844918,33.284381,5.277344
5.845445,33.354306,5.238281
5.844265,33.424243,5.218750
5.839847,33.517515,5.179688
5.839010,33.632959,5.226562
5.841253,33.703981,5.199219
5.840943,33.776132,5.238281
5.837396,33.871617,5.277344
5.835379,33.943781,5.359375
5.835070,34.015932,5.386719
5.835614,34.088077,5.386719
5.834626,34.183542,5.406250
5.833472,34.256810,5.386719
5.831463,34.330084,5.378906
5.831162,34.403345,5.386719
5.832744,34.499901,5.429688
5.829397,34.622024,5.398438
5.826543,34.696414,5.378906
5.827104,34.770779,5.328125
5.831263,34.869535,5.406250
5.831330,34.991633,5.378906
5.828468,35.064913,5.406250
5.826452,35.137077,5.378906
5.827180,35.233640,5.226562
5.832360,35.354588,5.226562
5.832042,35.425630,5.269531
5.830017,35.496684,5.027344
5.828159,35.589936,4.507812
5.829532,35.658744,4.636719
5.830862,35.722003,4.476562
5.833013,35.780816,4.347656
5.831867,35.855193,4.046875
5.831791,35.958422,3.777344
5.834001,36.025004,3.597656
5.834478,36.088269,3.429688
5.833214,36.147108,3.308594
5.832796,36.204830,3.117188
5.835767,36.259196,2.906250
5.836160,36.311363,2.746094
5.833976,36.361328,2.617188
5.833533,36.415720,2.386719
5.838286,36.480063,2.207031
5.837139,36.554441,1.988281
5.838378,36.605491,1.828125
5.838018,36.670982,1.578125
5.839298,36.727581,1.167969
5.837123,36.778657,0.828125
